Packet_send_time(sec)	Packet_delay(sec)
48.767232		0.004896
48.772352		0.004896
48.778432		0.004896
48.784192		0.004896
48.790592		0.004896
48.796672		0.004896
48.804032		0.004896
48.809472		0.004896
48.814912		0.004896
48.820032		0.004896
48.827392		0.004896
48.835072		0.004896
48.842112		0.004896
48.847552		0.004896
48.854912		0.004896
48.860672		0.004896
48.867072		0.004896
48.874112		0.004896
48.880192		0.004896
48.887552		0.004896
48.894272		0.004896
48.899392		0.004896
48.906112		0.004896
48.912512		0.004896
48.919232		0.004896
48.925312		0.004896
48.930752		0.004896
48.937792		0.004896
48.943232		0.004896
48.948352		0.004896
48.957952		0.004896
48.963712		0.004896
48.971072		0.004896
48.976512		0.004896
48.981632		0.004896
48.988672		0.004896
48.995072		0.004896
49.000512		0.004896
49.007872		0.004896
49.013312		0.004896
49.019392		0.004896
49.025792		0.004896
49.032512		0.004896
49.038272		0.004896
49.043712		0.004896
49.051072		0.004896
49.056512		0.004896
49.062912		0.004896
49.068672		0.004896
49.080832		0.004896
49.086592		0.004896
49.092992		0.004896
49.099392		0.004896
49.106112		0.004896
49.111232		0.004896
49.116352		0.004896
49.121792		0.004896
49.127872		0.004896
49.134912		0.004896
49.141312		0.004896
49.146432		0.004896
49.151872		0.004896
49.158592		0.004896
49.163712		0.004896
49.169152		0.004896
49.176512		0.004896
49.183232		0.004896
49.189952		0.004896
49.196672		0.004896
49.203712		0.004896
49.209792		0.004896
49.216512		0.004896
49.222592		0.004896
49.228032		0.004896
49.234432		0.004896
49.240192		0.004896
49.247552		0.004896
49.254912		0.004896
49.260992		0.004896
49.266432		0.004896
49.272512		0.004896
49.277952		0.004896
49.284352		0.004896
49.291712		0.004896
49.298752		0.004896
49.306112		0.004896
49.312832		0.004896
49.319232		0.004896
49.326592		0.004896
49.333952		0.004896
49.339392		0.004896
49.344512		0.004896
49.351552		0.004896
49.358912		0.004896
49.365312		0.004896
49.371712		0.004896
49.379072		0.004896
49.384192		0.004896
49.390912		0.004896
49.396992		0.004896
49.404352		0.004896
49.410432		0.004896
49.415552		0.004896
49.421952		0.004896
49.428032		0.004896
49.435072		0.004896
49.441792		0.004896
49.449472		0.004896
49.454912		0.004896
49.461632		0.004896
49.468032		0.004896
49.474752		0.004896
49.480512		0.004896
49.487872		0.004896
49.494592		0.004896
49.501632		0.004896
49.508672		0.004896
49.515712		0.004896
49.523072		0.004896
49.528192		0.004896
49.534912		0.004896
49.540672		0.004896
49.547712		0.004896
49.552832		0.004896
49.558272		0.004896
49.564352		0.004896
49.572352		0.004896
49.579712		0.004896
49.585472		0.004896
49.591872		0.004896
49.597312		0.004896
49.603072		0.004896
49.610432		0.004896
49.617792		0.004896
49.623232		0.004896
49.628352		0.004896
49.635072		0.004896
49.640192		0.004896
49.645312		0.004896
49.650752		0.004896
49.657792		0.004896
49.662912		0.004896
49.669312		0.004896
49.676672		0.004896
49.684032		0.004896
49.695232		0.004896
49.702272		0.004896
49.707712		0.004896
49.714112		0.004896
49.720832		0.004896
49.727232		0.004896
49.732672		0.004896
49.738112		0.004896
49.743872		0.004896
49.750912		0.004896
49.756992		0.004896
49.764352		0.004896
49.769472		0.004896
49.775552		0.004896
49.781312		0.004896
49.788672		0.004896
49.793792		0.004896
49.799872		0.004896
49.805632		0.004896
49.811712		0.004896
49.820032		0.004896
49.825152		0.004896
49.832192		0.004896
49.838592		0.004896
49.845952		0.004896
49.851072		0.004896
49.858112		0.004896
49.864512		0.004896
49.870592		0.004896
49.877312		0.004896
49.884032		0.004896
49.890752		0.004896
49.898112		0.004896
49.905152		0.004896
49.912512		0.004896
49.917632		0.004896
49.924672		0.004896
49.930112		0.004896
49.940992		0.004896
49.948032		0.004896
49.954112		0.004896
49.960832		0.004896
49.968192		0.004896
49.973312		0.004896
49.980352		0.004896
49.985472		0.004896
49.992192		0.004896
49.999552		0.004896
50.004672		0.004896
50.010112		0.004896
50.015872		0.004896
50.021632		0.004896
50.028672		0.004896
50.034432		0.004896
50.039872		0.004896
50.046272		0.004896
50.052032		0.004896
50.063872		0.004896
50.070272		0.004896
50.077312		0.004896
50.083072		0.004896
50.089152		0.004896
50.094272		0.004896
50.100992		0.004896
50.108032		0.004896
50.115392		0.004896
50.121472		0.004896
50.127872		0.004896
50.132992		0.004896
50.138752		0.004896
50.145152		0.004896
50.150272		0.004896
50.156992		0.004896
50.163392		0.004896
50.170112		0.004896
50.177472		0.004896
50.186752		0.004896
50.192512		0.004896
50.199232		0.004896
50.204352		0.004896
50.211072		0.004896
50.218112		0.004896
50.223232		0.004896
50.229952		0.004896
50.237312		0.004896
50.244672		0.004896
50.250112		0.004896
50.256512		0.004896
50.262592		0.004896
50.268352		0.004896
50.274432		0.004896
50.281152		0.004896
50.288512		0.004896
50.295872		0.004896
50.302592		0.004896
50.310272		0.004896
50.316032		0.004896
50.322112		0.004896
50.327552		0.004896
50.333632		0.004896
50.340032		0.004896
50.346752		0.004896
50.353152		0.004896
50.359232		0.004896
50.365312		0.004896
50.370432		0.004896
50.377152		0.004896
50.384192		0.004896
50.389952		0.004896
50.395072		0.004896
50.402432		0.004896
50.407872		0.004896
50.415232		0.004896
50.420992		0.004896
50.426112		0.004896
50.434432		0.004896
50.440832		0.004896
50.446912		0.004896
50.453632		0.004896
50.458752		0.004896
50.464192		0.004896
50.469952		0.004896
50.476672		0.004896
50.482752		0.004896
50.490112		0.004896
50.495552		0.004896
50.502272		0.004896
50.508992		0.004896
50.514752		0.004896
50.521472		0.004896
50.527872		0.004896
50.535232		0.004896
50.541952		0.004896
50.548032		0.004896
50.556352		0.004896
50.561472		0.004896
50.567872		0.004896
50.572992		0.004896
50.578112		0.004896
50.584512		0.004896
50.590272		0.004896
50.596352		0.004896
50.603392		0.004896
50.610432		0.004896
50.615872		0.004896
50.623232		0.004896
50.630272		0.004896
50.635712		0.004896
50.641152		0.004896
50.647232		0.004896
50.652992		0.004896
50.658432		0.004896
50.664512		0.004896
50.670272		0.004896
50.678272		0.004896
50.684672		0.004896
50.690112		0.004896
50.697152		0.004896
50.703872		0.004896
50.709632		0.004896
50.716032		0.004896
50.723392		0.004896
50.728832		0.004896
50.735872		0.004896
50.743232		0.004896
50.749952		0.004896
50.756672		0.004896
50.762752		0.004896
50.768512		0.004896
50.773632		0.004896
50.780032		0.004896
50.786432		0.004896
50.791552		0.004896
50.801152		0.004896
50.808512		0.004896
50.815232		0.004896
50.821632		0.004896
50.828032		0.004896
50.834752		0.004896
50.841472		0.004896
50.848832		0.004896
50.854272		0.004896
50.860032		0.004896
50.865792		0.004896
50.870912		0.004896
50.876032		0.004896
50.881792		0.004896
50.887552		0.004896
50.893312		0.004896
50.898432		0.004896
50.905152		0.004896
50.912192		0.004896
50.917952		0.004896
50.926272		0.004896
50.933632		0.004896
50.940352		0.004896
50.945792		0.004896
50.951552		0.004896
50.957312		0.004896
50.962432		0.004896
50.968512		0.004896
50.974272		0.004896
50.981312		0.004896
50.988672		0.004896
50.995392		0.004896
51.001472		0.004896
51.008832		0.004896
51.015232		0.004896
51.021312		0.004896
51.028672		0.004896
51.035072		0.004896
51.046912		0.004896
51.053632		0.004896
51.059712		0.004896
51.066112		0.004896
51.072832		0.004896
51.077952		0.004896
51.085312		0.004896
51.092352		0.004896
51.097472		0.004896
51.104512		0.004896
51.109632		0.004896
51.116992		0.004896
51.123072		0.004896
51.129472		0.004896
51.135872		0.004896
51.143232		0.004896
51.149312		0.004896
51.156352		0.004896
51.162752		0.004896
51.169792		0.004896
51.175552		0.004896
51.180992		0.004896
51.186112		0.004896
51.193152		0.004896
51.199872		0.004896
51.205312		0.004896
51.212352		0.004896
51.218112		0.004896
51.225152		0.004896
51.230912		0.004896
51.238272		0.004896
51.245312		0.004896
51.251712		0.004896
51.257792		0.004896
51.264192		0.004896
51.270272		0.004896
51.276992		0.004896
51.282752		0.004896
51.292672		0.004896
51.298112		0.004896
51.305472		0.004896
51.310912		0.004896
51.316352		0.004896
51.323392		0.004896
51.329472		0.004896
51.334592		0.004896
51.341952		0.004896
51.347072		0.004896
51.354432		0.004896
51.360512		0.004896
51.366912		0.004896
51.374272		0.004896
51.380672		0.004896
51.387712		0.004896
51.393152		0.004896
51.399232		0.004896
51.405632		0.004896
51.415552		0.004896
51.420992		0.004896
51.427712		0.004896
51.432832		0.004896
51.439552		0.004896
51.444992		0.004896
51.452032		0.004896
51.457152		0.004896
51.464192		0.004896
51.469632		0.004896
51.476992		0.004896
51.482432		0.004896
51.488512		0.004896
51.494272		0.004896
51.500992		0.004896
51.506112		0.004896
51.511232		0.004896
51.517952		0.004896
51.524352		0.004896
51.529792		0.004896
51.538432		0.004896
51.545792		0.004896
51.550912		0.004896
51.558272		0.004896
51.564992		0.004896
51.571072		0.004896
51.578432		0.004896
51.584192		0.004896
51.591232		0.004896
51.597952		0.004896
51.603392		0.004896
51.610752		0.004896
51.617472		0.004896
51.623232		0.004896
51.630272		0.004896
51.635712		0.004896
51.642752		0.004896
51.647872		0.004896
51.654272		0.004896
51.662912		0.004896
51.669312		0.004896
51.675072		0.004896
51.681472		0.004896
51.688832		0.004896
51.695872		0.004896
51.701952		0.004896
51.709312		0.004896
51.715072		0.004896
51.721792		0.004896
51.728512		0.004896
51.735872		0.004896
51.743232		0.004896
51.748352		0.004896
51.753792		0.004896
51.759552		0.004896
51.764992		0.004896
51.770112		0.004896
51.776832		0.004896
51.785152		0.004896
51.790272		0.004896
51.796352		0.004896
51.803392		0.004896
51.810112		0.004896
51.816832		0.004896
51.821952		0.004896
51.828672		0.004896
51.835072		0.004896
51.840192		0.004896
51.847552		0.004896
51.854912		0.004896
51.861312		0.004896
51.866432		0.004896
51.871872		0.004896
51.877632		0.004896
51.884352		0.004896
51.889792		0.004896
51.895552		0.004896
51.907072		0.004896
51.913472		0.004896
51.920832		0.004896
51.926592		0.004896
51.933632		0.004896
51.940672		0.004896
51.947072		0.004896
51.953152		0.004896
51.958592		0.004896
51.964992		0.004896
51.971392		0.004896
51.977792		0.004896
51.982912		0.004896
51.989632		0.004896
51.995072		0.004896
52.000192		0.004896
52.005312		0.004896
52.011072		0.004896
52.018112		0.004896
52.029952		0.004896
52.036672		0.004896
52.043072		0.004896
52.049792		0.004896
52.056192		0.004896
52.061312		0.004896
52.067392		0.004896
52.074432		0.004896
52.081792		0.004896
52.086912		0.004896
52.092992		0.004896
52.099392		0.004896
52.105472		0.004896
52.112832		0.004896
52.120192		0.004896
52.125632		0.004896
52.132992		0.004896
52.140352		0.004896
52.145472		0.004896
52.152832		0.004896
52.157952		0.004896
52.163392		0.004896
52.169152		0.004896
52.175232		0.004896
52.181952		0.004896
52.188032		0.004896
52.193792		0.004896
52.198912		0.004896
52.204032		0.004896
52.211392		0.004896
52.216512		0.004896
52.222592		0.004896
52.229312		0.004896
52.235712		0.004896
52.242752		0.004896
52.250112		0.004896
52.255232		0.004896
52.261952		0.004896
52.268672		0.004896
52.276352		0.004896
52.283712		0.004896
52.291072		0.004896
52.296832		0.004896
52.303232		0.004896
52.309632		0.004896
52.315712		0.004896
52.322752		0.004896
52.328512		0.004896
52.334592		0.004896
52.341632		0.004896
52.347072		0.004896
52.352192		0.004896
52.357952		0.004896
52.364032		0.004896
52.371392		0.004896
52.377472		0.004896
52.384512		0.004896
52.390912		0.004896
52.398592		0.004896
52.405952		0.004896
52.412672		0.004896
52.418432		0.004896
52.423552		0.004896
52.429952		0.004896
52.437312		0.004896
52.444672		0.004896
52.451392		0.004896
52.456512		0.004896
52.462912		0.004896
52.468992		0.004896
52.476352		0.004896
52.481792		0.004896
52.488832		0.004896
52.493952		0.004896
52.499072		0.004896
52.506432		0.004896
52.511872		0.004896
52.521472		0.004896
52.528512		0.004896
52.534592		0.004896
52.540352		0.004896
52.547712		0.004896
52.553152		0.004896
52.560512		0.004896
52.566272		0.004896
52.572992		0.004896
52.579712		0.004896
52.586752		0.004896
52.593472		0.004896
52.600192		0.004896
52.607552		0.004896
52.614272		0.004896
52.619712		0.004896
52.625152		0.004896
52.631872		0.004896
52.637632		0.004896
52.644352		0.004896
52.651712		0.004896
52.657792		0.004896
52.663552		0.004896
52.670592		0.004896
52.676672		0.004896
52.682752		0.004896
52.689472		0.004896
52.696192		0.004896
52.701312		0.004896
52.708672		0.004896
52.714112		0.004896
52.720512		0.004896
52.725952		0.004896
52.732032		0.004896
52.738112		0.004896
52.743552		0.004896
52.750272		0.004896
52.757632		0.004896
52.767232		0.004896
52.774592		0.004896
52.780672		0.004896
52.786112		0.004896
52.793472		0.004896
52.800832		0.004896
52.806912		0.004896
52.812992		0.004896
52.820032		0.004896
52.826112		0.004896
52.831872		0.004896
52.837312		0.004896
52.843712		0.004896
52.850752		0.004896
52.855872		0.004896
52.861632		0.004896
52.867392		0.004896
52.874432		0.004896
52.880192		0.004896
52.890112		0.004896
52.895872		0.004896
52.902592		0.004896
52.908352		0.004896
52.913472		0.004896
52.920192		0.004896
52.925632		0.004896
52.931392		0.004896
52.937792		0.004896
52.942912		0.004896
52.948992		0.004896
52.956352		0.004896
52.963072		0.004896
52.970112		0.004896
52.976192		0.004896
52.982272		0.004896
52.987392		0.004896
52.994752		0.004896
53.001152		0.004896
53.012992		0.004896
53.019712		0.004896
53.026752		0.004896
53.033152		0.004896
53.038272		0.004896
53.045312		0.004896
53.050752		0.004896
53.056832		0.004896
53.063232		0.004896
53.068352		0.004896
53.074112		0.004896
53.079232		0.004896
53.086592		0.004896
53.093312		0.004896
53.100032		0.004896
53.106432		0.004896
53.113792		0.004896
53.121152		0.004896
53.127232		0.004896
53.135872		0.004896
53.142912		0.004896
53.148992		0.004896
53.155072		0.004896
53.161152		0.004896
53.166272		0.004896
53.173632		0.004896
53.180672		0.004896
53.187712		0.004896
53.194112		0.004896
53.200832		0.004896
53.207872		0.004896
53.212992		0.004896
53.218112		0.004896
53.224192		0.004896
53.231552		0.004896
53.238912		0.004896
53.245952		0.004896
53.252672		0.004896
53.258752		0.004896
53.265792		0.004896
53.271232		0.004896
53.278272		0.004896
53.284672		0.004896
53.291392		0.004896
53.298752		0.004896
53.305472		0.004896
53.312832		0.004896
53.317952		0.004896
53.323712		0.004896
53.331072		0.004896
53.338432		0.004896
53.345152		0.004896
53.352192		0.004896
53.358912		0.004896
53.366272		0.004896
53.373632		0.004896
53.381632		0.004896
53.388992		0.004896
53.395392		0.004896
53.400832		0.004896
53.408192		0.004896
53.414592		0.004896
53.420992		0.004896
53.427712		0.004896
53.435072		0.004896
53.441152		0.004896
53.446592		0.004896
53.453952		0.004896
53.460672		0.004896
53.467712		0.004896
53.474432		0.004896
53.481472		0.004896
53.486592		0.004896
53.493632		0.004896
53.504512		0.004896
53.510272		0.004896
53.517312		0.004896
53.522432		0.004896
53.528512		0.004896
53.535232		0.004896
53.540352		0.004896
53.545472		0.004896
53.551872		0.004896
53.558272		0.004896
53.565632		0.004896
53.571072		0.004896
53.577472		0.004896
53.582592		0.004896
53.588352		0.004896
53.594432		0.004896
53.601472		0.004896
53.606912		0.004896
53.612352		0.004896
53.619392		0.004896
53.628032		0.004896
53.634432		0.004896
53.640512		0.004896
53.645952		0.004896
53.651072		0.004896
53.658112		0.004896
53.663232		0.004896
53.669632		0.004896
53.676352		0.004896
53.681792		0.004896
53.687552		0.004896
53.692672		0.004896
53.698752		0.004896
53.705472		0.004896
53.711232		0.004896
53.716992		0.004896
53.722432		0.004896
53.729472		0.004896
53.735232		0.004896
53.740352		0.004896
53.750272		0.004896
53.757312		0.004896
53.762432		0.004896
53.768512		0.004896
53.775552		0.004896
53.780672		0.004896
53.785792		0.004896
53.792192		0.004896
53.798592		0.004896
53.803712		0.004896
53.810112		0.004896
53.815872		0.004896
53.822592		0.004896
53.828992		0.004896
53.834432		0.004896
53.841152		0.004896
53.846592		0.004896
53.853312		0.004896
53.859072		0.004896
53.866112		0.004896
53.873792		0.004896
53.880512		0.004896
53.885632		0.004896
53.891072		0.004896
53.898432		0.004896
53.904832		0.004896
53.910592		0.004896
53.916352		0.004896
53.922112		0.004896
53.929152		0.004896
53.935872		0.004896
53.943232		0.004896
53.950592		0.004896
53.957952		0.004896
53.963392		0.004896
53.969792		0.004896
53.975872		0.004896
53.980992		0.004896
53.988032		0.004896
53.996032		0.004896
54.002752		0.004896
54.009792		0.004896
54.017152		0.004896
54.022912		0.004896
54.029952		0.004896
54.036992		0.004896
54.044032		0.004896
54.050432		0.004896
54.057472		0.004896
54.064192		0.004896
54.069952		0.004896
54.076992		0.004896
54.083392		0.004896
54.089152		0.004896
54.094912		0.004896
54.100352		0.004896
54.106752		0.004896
54.118912		0.004896
54.124672		0.004896
54.131072		0.004896
54.138432		0.004896
54.143552		0.004896
54.149952		0.004896
54.156032		0.004896
54.163072		0.004896
54.170112		0.004896
54.177472		0.004896
54.182912		0.004896
54.188032		0.004896
54.193472		0.004896
54.200512		0.004896
54.206592		0.004896
54.213632		0.004896
54.220992		0.004896
54.227712		0.004896
54.234752		0.004896
54.241792		0.004896
54.248192		0.004896
54.253952		0.004896
54.260032		0.004896
54.265792		0.004896
54.270912		0.004896
54.278272		0.004896
54.285312		0.004896
54.292672		0.004896
54.298432		0.004896
54.305792		0.004896
54.311552		0.004896
54.318592		0.004896
54.325312		0.004896
54.331712		0.004896
54.337152		0.004896
54.342912		0.004896
54.348992		0.004896
54.355712		0.004896
54.364672		0.004896
54.371072		0.004896
54.378112		0.004896
54.384192		0.004896
54.390592		0.004896
54.396032		0.004896
54.401472		0.004896
54.407552		0.004896
54.414912		0.004896
54.421952		0.004896
54.429312		0.004896
54.436352		0.004896
54.442432		0.004896
54.449792		0.004896
54.456832		0.004896
54.463232		0.004896
54.470592		0.004896
54.475712		0.004896
54.481472		0.004896
54.488192		0.004896
54.494272		0.004896
54.500992		0.004896
54.508352		0.004896
54.514752		0.004896
54.519872		0.004896
54.527232		0.004896
54.533632		0.004896
54.539072		0.004896
54.546112		0.004896
54.552832		0.004896
54.559552		0.004896
54.564672		0.004896
54.571712		0.004896
54.577152		0.004896
54.583872		0.004896
54.589632		0.004896
54.596672		0.004896
54.602432		0.004896
54.610432		0.004896
54.615872		0.004896
54.622592		0.004896
54.629952		0.004896
54.635392		0.004896
54.641472		0.004896
54.647872		0.004896
54.653632		0.004896
54.660672		0.004896
54.667072		0.004896
54.672192		0.004896
54.678912		0.004896
54.684672		0.004896
54.690752		0.004896
54.696192		0.004896
54.701952		0.004896
54.708032		0.004896
54.715392		0.004896
54.722752		0.004896
54.733312		0.004896
54.740032		0.004896
54.746112		0.004896
54.751232		0.004896
54.757952		0.004896
54.763392		0.004896
54.769792		0.004896
54.775872		0.004896
54.780992		0.004896
54.786752		0.004896
54.792512		0.004896
54.799552		0.004896
54.806272		0.004896
54.812672		0.004896
54.818112		0.004896
54.823232		0.004896
54.830272		0.004896
54.836672		0.004896
54.842432		0.004896
54.849792		0.004896
54.857152		0.004896
54.864512		0.004896
54.870592		0.004896
54.877632		0.004896
54.884352		0.004896
54.889472		0.004896
54.896192		0.004896
54.901632		0.004896
54.908352		0.004896
54.913792		0.004896
54.918912		0.004896
54.924672		0.004896
54.930432		0.004896
54.936192		0.004896
54.941952		0.004896
54.948992		0.004896
54.954112		0.004896
54.959872		0.004896
54.966592		0.004896
54.979072		0.004896
54.985792		0.004896
54.992832		0.004896
54.998592		0.004896
55.005312		0.004896
55.011072		0.004896
55.018112		0.004896
55.025472		0.004896
55.031872		0.004896
55.037632		0.004896
55.043072		0.004896
55.048832		0.004896
55.055232		0.004896
55.062592		0.004896
55.069632		0.004896
55.075712		0.004896
55.080832		0.004896
55.087552		0.004896
55.092992		0.004896
55.101952		0.004896
55.109312		0.004896
55.115712		0.004896
55.121472		0.004896
55.128192		0.004896
55.133312		0.004896
55.139392		0.004896
55.144512		0.004896
55.150592		0.004896
55.157952		0.004896
55.164672		0.004896
55.171392		0.004896
55.177152		0.004896
55.184192		0.004896
55.190592		0.004896
55.196672		0.004896
55.203712		0.004896
55.210752		0.004896
55.215872		0.004896
55.224832		0.004896
55.232192		0.004896
55.238912		0.004896
55.244992		0.004896
55.252032		0.004896
55.258432		0.004896
55.263552		0.004896
55.269632		0.004896
55.275072		0.004896
55.281472		0.004896
55.286912		0.004896
55.292992		0.004896
55.298112		0.004896
55.305152		0.004896
55.311232		0.004896
55.316352		0.004896
55.323712		0.004896
55.331072		0.004896
55.338432		0.004896
55.347712		0.004896
55.352832		0.004896
55.358272		0.004896
55.364672		0.004896
55.370112		0.004896
55.376192		0.004896
55.382592		0.004896
55.389312		0.004896
55.395072		0.004896
55.402432		0.004896
55.409152		0.004896
55.414592		0.004896
55.420032		0.004896
55.425792		0.004896
55.433152		0.004896
55.440192		0.004896
55.446272		0.004896
55.451712		0.004896
55.456832		0.004896
55.461952		0.004896
55.470592		0.004896
55.476032		0.004896
55.482112		0.004896
55.488192		0.004896
55.494592		0.004896
55.501312		0.004896
55.508032		0.004896
55.513152		0.004896
55.519552		0.004896
55.524672		0.004896
55.532032		0.004896
55.537472		0.004896
55.544832		0.004896
55.550592		0.004896
55.556672		0.004896
55.564032		0.004896
55.571392		0.004896
55.577472		0.004896
55.582912		0.004896
55.593472		0.004896
55.599552		0.004896
55.604672		0.004896
55.611712		0.004896
55.618752		0.004896
55.623872		0.004896
55.630272		0.004896
55.637632		0.004896
55.642752		0.004896
55.649472		0.004896
55.656832		0.004896
55.663232		0.004896
55.670592		0.004896
55.676672		0.004896
55.683712		0.004896
55.691072		0.004896
55.697152		0.004896
55.704192		0.004896
55.716352		0.004896
55.723712		0.004896
55.729152		0.004896
55.734272		0.004896
55.740032		0.004896
55.747392		0.004896
55.752512		0.004896
55.757632		0.004896
55.764352		0.004896
55.770752		0.004896
55.776512		0.004896
55.781632		0.004896
55.786752		0.004896
55.792512		0.004896
55.797632		0.004896
55.804672		0.004896
55.812032		0.004896
55.819072		0.004896
55.824192		0.004896
55.829952		0.004896
55.839232		0.004896
55.844992		0.004896
55.851072		0.004896
55.857472		0.004896
55.863552		0.004896
55.869312		0.004896
55.876032		0.004896
55.881472		0.004896
55.887872		0.004896
55.895232		0.004896
55.902272		0.004896
55.909312		0.004896
55.915712		0.004896
55.921152		0.004896
55.928512		0.004896
55.935872		0.004896
55.943232		0.004896
55.950272		0.004896
55.955392		0.004896
55.962112		0.004896
55.969472		0.004896
55.975552		0.004896
55.982272		0.004896
55.989312		0.004896
55.996352		0.004896
56.001792		0.004896
56.008192		0.004896
56.015552		0.004896
56.020992		0.004896
56.028032		0.004896
56.033472		0.004896
56.040192		0.004896
56.045632		0.004896
56.051072		0.004896
56.058112		0.004896
56.063232		0.004896
56.068992		0.004896
56.074112		0.004896
56.084992		0.004896
56.090432		0.004896
56.097792		0.004896
56.103232		0.004896
56.110592		0.004896
56.116992		0.004896
56.122432		0.004896
56.129152		0.004896
56.136512		0.004896
56.143232		0.004896
56.150592		0.004896
56.155712		0.004896
56.162432		0.004896
56.169152		0.004896
56.175552		0.004896
56.181312		0.004896
56.188352		0.004896
56.194112		0.004896
56.200832		0.004896
56.208512		0.004896
56.213952		0.004896
56.221312		0.004896
56.228032		0.004896
56.233152		0.004896
56.239552		0.004896
56.246592		0.004896
56.253952		0.004896
56.259712		0.004896
56.265472		0.004896
56.272192		0.004896
56.277632		0.004896
56.283072		0.004896
56.289792		0.004896
56.295872		0.004896
56.303232		0.004896
56.310272		0.004896
56.316992		0.004896
56.323072		0.004896
56.330752		0.004896
56.338112		0.004896
56.343552		0.004896
56.349312		0.004896
56.355712		0.004896
56.362112		0.004896
56.368512		0.004896
56.374272		0.004896
56.380992		0.004896
56.386432		0.004896
56.393152		0.004896
56.400512		0.004896
56.405952		0.004896
56.411392		0.004896
56.418112		0.004896
56.423872		0.004896
56.429632		0.004896
56.436672		0.004896
56.443712		0.004896
56.453632		0.004896
56.458752		0.004896
56.464832		0.004896
56.470592		0.004896
56.475712		0.004896
56.481792		0.004896
56.488512		0.004896
56.495232		0.004896
56.500672		0.004896
56.505792		0.004896
56.512512		0.004896
56.519872		0.004896
56.526272		0.004896
56.532672		0.004896
56.537792		0.004896
56.544192		0.004896
56.550912		0.004896
56.556352		0.004896
56.563712		0.004896
56.570112		0.004896
56.577472		0.004896
56.584832		0.004896
56.591872		0.004896
56.597632		0.004896
56.604032		0.004896
56.611072		0.004896
56.618112		0.004896
56.623872		0.004896
56.630592		0.004896
56.636352		0.004896
56.642752		0.004896
56.649152		0.004896
56.654912		0.004896
56.660032		0.004896
56.665472		0.004896
56.671872		0.004896
56.677952		0.004896
56.684992		0.004896
56.690752		0.004896
56.699392		0.004896
56.705792		0.004896
56.713152		0.004896
56.718272		0.004896
56.723712		0.004896
56.730112		0.004896
56.736832		0.004896
56.743232		0.004896
56.749632		0.004896
56.756032		0.004896
56.761152		0.004896
56.766272		0.004896
56.772672		0.004896
56.777792		0.004896
56.783552		0.004896
56.788992		0.004896
56.794112		0.004896
56.800192		0.004896
56.806592		0.004896
56.813632		0.004896
56.822272		0.004896
56.828032		0.004896
56.833152		0.004896
56.840512		0.004896
56.847232		0.004896
56.853632		0.004896
56.858752		0.004896
56.866112		0.004896
56.872192		0.004896
56.877312		0.004896
56.883712		0.004896
56.890752		0.004896
56.896832		0.004896
56.902272		0.004896
56.908672		0.004896
56.914752		0.004896
56.920192		0.004896
56.926272		0.004896
56.932672		0.004896
56.939072		0.004896
56.946112		0.004896
56.951232		0.004896
56.957632		0.004896
56.964032		0.004896
56.969152		0.004896
56.975232		0.004896
56.980992		0.004896
56.986432		0.004896
56.992192		0.004896
56.999552		0.004896
57.006912		0.004896
57.012032		0.004896
57.017152		0.004896
57.023552		0.004896
57.030912		0.004896
57.037952		0.004896
57.044352		0.004896
57.049792		0.004896
57.056512		0.004896
57.068032		0.004896
57.074432		0.004896
57.079552		0.004896
57.084672		0.004896
57.090432		0.004896
57.096192		0.004896
57.101952		0.004896
57.108032		0.004896
57.113792		0.004896
57.119872		0.004896
57.125312		0.004896
57.130432		0.004896
57.137472		0.004896
57.144512		0.004896
57.150912		0.004896
57.156672		0.004896
57.163072		0.004896
57.169152		0.004896
57.174592		0.004896
57.180032		0.004896
57.185152		0.004896
57.191872		0.004896
57.198272		0.004896
57.205632		0.004896
57.212672		0.004896
57.217792		0.004896
57.225152		0.004896
57.230912		0.004896
57.236352		0.004896
57.242752		0.004896
57.248512		0.004896
57.254592		0.004896
57.261952		0.004896
57.268032		0.004896
57.273792		0.004896
57.279872		0.004896
57.285952		0.004896
57.292672		0.004896
57.299392		0.004896
57.304832		0.004896
57.313792		0.004896
57.318912		0.004896
57.324352		0.004896
57.331712		0.004896
57.338752		0.004896
57.344512		0.004896
57.351232		0.004896
57.357952		0.004896
57.363392		0.004896
57.368512		0.004896
57.375872		0.004896
57.381312		0.004896
57.388352		0.004896
57.394432		0.004896
57.400512		0.004896
57.405952		0.004896
57.412672		0.004896
57.419072		0.004896
57.425152		0.004896
57.430912		0.004896
57.437632		0.004896
57.443392		0.004896
57.449472		0.004896
57.455552		0.004896
57.462912		0.004896
57.468672		0.004896
57.475392		0.004896
57.482752		0.004896
57.489472		0.004896
57.494592		0.004896
57.501632		0.004896
57.508992		0.004896
57.514432		0.004896
57.521152		0.004896
57.526272		0.004896
57.532032		0.004896
57.539072		0.004896
57.545792		0.004896
57.551232		0.004896
57.559552		0.004896
57.564672		0.004896
57.572032		0.004896
57.577792		0.004896
57.584192		0.004896
57.591232		0.004896
57.598272		0.004896
57.605312		0.004896
57.612032		0.004896
57.618112		0.004896
57.624512		0.004896
57.630592		0.004896
57.636352		0.004896
57.643392		0.004896
57.650112		0.004896
57.655872		0.004896
57.661632		0.004896
57.668352		0.004896
57.675392		0.004896
57.683392		0.004896
57.689472		0.004896
57.694912		0.004896
57.701952		0.004896
57.707712		0.004896
