Packet_send_time(sec)	Packet_delay(sec)
37.269952		0.004896
37.276352		0.004896
37.560832		0.004896
37.284352		0.004896
37.291072		0.004896
37.573632		0.004896
37.297152		0.004896
37.303552		0.004896
37.580672		0.004896
37.308672		0.004896
37.315712		0.004896
37.595072		0.004896
37.321792		0.004896
37.329152		0.004896
37.600832		0.004896
37.335552		0.004896
37.341312		0.004896
37.614272		0.004896
37.347712		0.004896
37.354112		0.004896
37.628032		0.004896
37.365312		0.004896
37.370432		0.004896
37.377472		0.004896
37.390272		0.004896
37.397312		0.004896
37.407232		0.004896
37.418112		0.004896
37.428032		0.004896
37.454912		0.004896
37.462272		0.004896
37.468672		0.004896
37.482432		0.004896
37.489152		0.004896
37.496512		0.004896
37.510272		0.004896
37.516352		0.004896
37.522112		0.004896
37.535552		0.004896
37.554752		0.004896
37.566912		0.004896
37.588032		0.004896
37.607872		0.004896
37.621632		0.004896
37.634112		0.004896
37.640832		0.004896
37.647232		0.004896
37.653632		0.004896
37.660032		0.004896
37.665472		0.004896
37.670592		0.004896
37.677952		0.004896
37.684032		0.004896
37.690112		0.004896
37.696832		0.004896
37.704192		0.004896
37.709632		0.004896
37.714752		0.004896
37.721792		0.004896
37.726912		0.004896
37.733952		0.004896
37.740992		0.004896
37.748032		0.004896
37.753472		0.004896
37.758592		0.004896
37.764352		0.004896
37.770112		0.004896
37.777792		0.004896
37.782912		0.004896
37.790272		0.004896
37.796032		0.004896
37.802112		0.004896
37.807232		0.004896
37.818752		0.004896
37.835072		0.004896
37.846272		0.004896
37.853632		0.004896
37.859072		0.004896
37.864192		0.004896
37.870912		0.004896
37.876032		0.004896
37.883072		0.004896
37.888832		0.004896
37.898752		0.004896
37.903872		0.004896
37.908992		0.004896
37.914752		0.004896
37.920192		0.004896
37.925632		0.004896
37.932992		0.004896
37.939392		0.004896
37.946432		0.004896
37.953792		0.004896
37.959872		0.004896
37.965312		0.004896
37.972672		0.004896
37.979072		0.004896
37.984192		0.004896
37.989632		0.004896
37.995712		0.004896
38.001792		0.004896
38.006912		0.004896
38.013632		0.004896
38.022272		0.004896
38.028032		0.004896
38.035392		0.004896
38.041792		0.004896
38.048512		0.004896
38.054912		0.004896
38.061952		0.004896
38.067712		0.004896
38.074752		0.004896
38.080192		0.004896
38.085632		0.004896
38.092352		0.004896
38.097472		0.004896
38.104512		0.004896
38.111872		0.004896
38.116992		0.004896
38.123072		0.004896
38.130112		0.004896
38.137472		0.004896
38.144512		0.004896
38.151872		0.004896
38.158912		0.004896
38.166272		0.004896
38.173312		0.004896
38.180352		0.004896
38.186112		0.004896
38.193472		0.004896
38.199552		0.004896
38.206912		0.004896
38.214272		0.004896
38.219392		0.004896
38.224512		0.004896
38.229632		0.004896
38.235072		0.004896
38.241472		0.004896
38.248832		0.004896
38.255232		0.004896
38.260992		0.004896
38.267392		0.004896
38.274752		0.004896
38.280512		0.004896
38.286912		0.004896
38.294272		0.004896
38.299392		0.004896
38.304832		0.004896
38.310272		0.004896
38.316672		0.004896
38.323072		0.004896
38.329792		0.004896
38.334912		0.004896
38.341312		0.004896
38.346432		0.004896
38.352512		0.004896
38.359232		0.004896
38.365312		0.004896
38.370752		0.004896
38.376512		0.004896
38.383232		0.004896
38.391232		0.004896
38.398272		0.004896
38.404672		0.004896
38.409792		0.004896
38.416512		0.004896
38.425792		0.004896
38.431232		0.004896
38.437312		0.004896
38.442752		0.004896
38.459712		0.004896
38.467072		0.004896
38.473152		0.004896
38.479232		0.004896
38.484352		0.004896
38.491072		0.004896
38.497152		0.004896
38.504512		0.004896
38.513152		0.004896
38.520192		0.004896
38.527552		0.004896
38.532992		0.004896
38.538752		0.004896
38.546112		0.004896
38.551872		0.004896
38.558912		0.004896
38.564672		0.004896
38.571712		0.004896
38.578432		0.004896
38.584832		0.004896
38.590272		0.004896
38.595392		0.004896
38.601792		0.004896
38.607232		0.004896
38.612992		0.004896
38.619392		0.004896
38.626752		0.004896
38.636032		0.004896
38.641792		0.004896
38.649152		0.004896
38.655232		0.004896
38.660352		0.004896
38.667712		0.004896
38.673792		0.004896
38.681152		0.004896
38.688192		0.004896
38.695552		0.004896
38.702592		0.004896
38.708032		0.004896
38.715072		0.004896
38.720832		0.004896
38.727232		0.004896
38.732672		0.004896
38.737792		0.004896
38.742912		0.004896
38.749312		0.004896
38.758912		0.004896
38.765632		0.004896
38.772352		0.004896
38.778432		0.004896
38.784512		0.004896
38.789952		0.004896
38.796992		0.004896
38.804352		0.004896
38.809472		0.004896
38.833472		0.004896
38.838592		0.004896
38.844672		0.004896
38.851392		0.004896
38.858752		0.004896
38.866112		0.004896
38.871232		0.004896
38.881792		0.004896
38.888832		0.004896
38.896192		0.004896
38.902272		0.004896
38.908032		0.004896
38.913152		0.004896
38.918912		0.004896
38.924992		0.004896
38.931392		0.004896
38.938432		0.004896
38.943552		0.004896
38.948672		0.004896
38.955712		0.004896
38.961792		0.004896
38.969152		0.004896
38.976192		0.004896
38.982592		0.004896
38.989952		0.004896
38.996672		0.004896
39.005312		0.004896
39.010752		0.004896
39.018112		0.004896
39.023232		0.004896
39.028992		0.004896
39.035392		0.004896
39.041472		0.004896
39.048192		0.004896
39.053632		0.004896
39.059712		0.004896
39.065792		0.004896
39.072832		0.004896
39.079872		0.004896
39.087232		0.004896
39.093312		0.004896
39.099712		0.004896
39.106432		0.004896
39.112512		0.004896
39.118912		0.004896
39.127552		0.004896
39.133312		0.004896
39.139072		0.004896
39.145792		0.004896
39.150912		0.004896
39.156352		0.004896
39.163392		0.004896
39.168832		0.004896
39.174592		0.004896
39.180032		0.004896
39.186752		0.004896
39.192512		0.004896
39.198912		0.004896
39.205312		0.004896
39.212032		0.004896
39.218112		0.004896
39.225472		0.004896
39.231232		0.004896
39.236672		0.004896
39.243392		0.004896
39.250432		0.004896
39.257152		0.004896
39.263872		0.004896
39.270592		0.004896
39.275712		0.004896
39.281472		0.004896
39.288832		0.004896
39.295872		0.004896
39.302592		0.004896
39.308992		0.004896
39.314432		0.004896
39.320512		0.004896
39.327232		0.004896
39.333312		0.004896
39.338752		0.004896
39.346112		0.004896
39.351872		0.004896
39.357312		0.004896
39.362752		0.004896
39.373312		0.004896
39.380672		0.004896
39.386432		0.004896
39.392512		0.004896
39.397632		0.004896
39.404672		0.004896
39.410432		0.004896
39.415552		0.004896
39.420992		0.004896
39.426112		0.004896
39.432832		0.004896
39.438912		0.004896
39.445952		0.004896
39.452032		0.004896
39.459392		0.004896
39.465472		0.004896
39.472832		0.004896
39.479872		0.004896
39.485952		0.004896
39.496192		0.004896
39.501312		0.004896
39.506752		0.004896
39.511872		0.004896
39.516992		0.004896
39.523712		0.004896
39.529152		0.004896
39.535872		0.004896
39.542912		0.004896
39.549952		0.004896
39.556992		0.004896
39.562112		0.004896
39.569152		0.004896
39.576512		0.004896
39.583552		0.004896
39.589952		0.004896
39.596032		0.004896
39.602752		0.004896
39.609472		0.004896
39.619072		0.004896
39.624832		0.004896
39.629952		0.004896
39.636032		0.004896
39.642432		0.004896
39.649472		0.004896
39.655872		0.004896
39.661632		0.004896
39.667072		0.004896
39.674112		0.004896
39.680832		0.004896
39.688192		0.004896
39.693632		0.004896
39.698752		0.004896
39.705472		0.004896
39.711872		0.004896
39.717632		0.004896
39.724992		0.004896
39.731072		0.004896
39.741952		0.004896
39.748352		0.004896
39.755392		0.004896
39.761472		0.004896
39.766592		0.004896
39.773952		0.004896
39.780992		0.004896
39.787072		0.004896
39.793152		0.004896
39.799872		0.004896
39.805952		0.004896
39.811072		0.004896
39.816512		0.004896
39.823232		0.004896
39.830272		0.004896
39.836352		0.004896
39.841472		0.004896
39.847872		0.004896
39.852992		0.004896
39.864832		0.004896
39.871232		0.004896
39.876992		0.004896
39.882752		0.004896
39.888832		0.004896
39.895872		0.004896
39.902272		0.004896
39.909632		0.004896
39.916992		0.004896
39.923712		0.004896
39.929472		0.004896
39.935872		0.004896
39.942912		0.004896
39.948992		0.004896
39.956352		0.004896
39.963072		0.004896
39.969792		0.004896
39.975872		0.004896
39.981632		0.004896
39.987712		0.004896
39.994112		0.004896
40.000832		0.004896
40.005952		0.004896
40.011392		0.004896
40.017472		0.004896
40.024192		0.004896
40.031232		0.004896
40.036992		0.004896
40.044352		0.004896
40.051072		0.004896
40.056512		0.004896
40.063552		0.004896
40.070912		0.004896
40.077632		0.004896
40.083712		0.004896
40.090112		0.004896
40.095872		0.004896
40.101312		0.004896
40.110592		0.004896
40.116992		0.004896
40.122752		0.004896
40.128832		0.004896
40.133952		0.004896
40.141312		0.004896
40.148672		0.004896
40.156032		0.004896
40.161472		0.004896
40.167872		0.004896
40.172992		0.004896
40.179392		0.004896
40.184832		0.004896
40.190912		0.004896
40.196672		0.004896
40.203072		0.004896
40.208192		0.004896
40.215232		0.004896
40.222592		0.004896
40.233472		0.004896
40.240832		0.004896
40.245952		0.004896
40.253312		0.004896
40.260352		0.004896
40.265472		0.004896
40.270912		0.004896
40.278272		0.004896
40.285632		0.004896
40.291072		0.004896
40.297152		0.004896
40.302272		0.004896
40.309632		0.004896
40.315712		0.004896
40.322112		0.004896
40.328192		0.004896
40.335232		0.004896
40.342272		0.004896
40.348672		0.004896
40.356352		0.004896
40.361472		0.004896
40.367232		0.004896
40.374592		0.004896
40.380352		0.004896
40.386752		0.004896
40.392832		0.004896
40.398272		0.004896
40.404992		0.004896
40.410112		0.004896
40.415232		0.004896
40.421312		0.004896
40.428672		0.004896
40.435712		0.004896
40.443072		0.004896
40.449792		0.004896
40.456832		0.004896
40.464192		0.004896
40.470272		0.004896
40.479232		0.004896
40.485632		0.004896
40.492992		0.004896
40.498432		0.004896
40.503552		0.004896
40.510272		0.004896
40.516992		0.004896
40.523712		0.004896
40.530752		0.004896
40.536512		0.004896
40.542592		0.004896
40.549312		0.004896
40.555392		0.004896
40.561152		0.004896
40.566272		0.004896
40.572352		0.004896
40.579392		0.004896
40.584512		0.004896
40.589632		0.004896
40.596352		0.004896
40.603072		0.004896
40.610112		0.004896
40.615552		0.004896
40.622272		0.004896
40.628032		0.004896
40.634752		0.004896
40.640832		0.004896
40.647552		0.004896
40.654272		0.004896
40.659392		0.004896
40.666752		0.004896
40.673792		0.004896
40.678912		0.004896
40.684352		0.004896
40.690432		0.004896
40.697152		0.004896
40.702912		0.004896
40.710272		0.004896
40.716992		0.004896
40.724992		0.004896
40.730112		0.004896
40.737152		0.004896
40.743232		0.004896
40.748352		0.004896
40.753792		0.004896
40.759552		0.004896
40.764992		0.004896
40.772352		0.004896
40.779712		0.004896
40.784832		0.004896
40.791552		0.004896
40.797312		0.004896
40.804352		0.004896
40.811712		0.004896
40.818112		0.004896
40.825472		0.004896
40.830592		0.004896
40.835712		0.004896
40.841792		0.004896
40.849792		0.004896
40.856192		0.004896
40.861312		0.004896
40.866752		0.004896
40.871872		0.004896
40.879232		0.004896
40.884672		0.004896
40.890752		0.004896
40.896192		0.004896
40.903552		0.004896
40.909632		0.004896
40.916032		0.004896
40.923392		0.004896
40.928512		0.004896
40.934592		0.004896
40.939712		0.004896
40.946432		0.004896
40.952832		0.004896
40.960192		0.004896
40.970752		0.004896
40.978112		0.004896
40.984192		0.004896
40.990912		0.004896
40.997632		0.004896
41.004352		0.004896
41.009792		0.004896
41.016832		0.004896
41.023872		0.004896
41.030912		0.004896
41.037632		0.004896
41.044032		0.004896
41.050752		0.004896
41.057152		0.004896
41.064192		0.004896
41.070912		0.004896
41.077952		0.004896
41.083072		0.004896
41.093632		0.004896
41.099392		0.004896
41.104832		0.004896
41.109952		0.004896
41.115712		0.004896
41.121472		0.004896
41.127232		0.004896
41.132992		0.004896
41.138752		0.004896
41.144832		0.004896
41.151552		0.004896
41.156992		0.004896
41.164032		0.004896
41.171392		0.004896
41.177152		0.004896
41.182592		0.004896
41.188352		0.004896
41.195072		0.004896
41.201472		0.004896
41.207232		0.004896
41.216512		0.004896
41.222592		0.004896
41.229632		0.004896
41.235392		0.004896
41.241792		0.004896
41.247872		0.004896
41.253952		0.004896
41.260672		0.004896
41.265792		0.004896
41.271872		0.004896
41.278592		0.004896
41.284352		0.004896
41.291392		0.004896
41.296832		0.004896
41.302912		0.004896
41.308672		0.004896
41.314752		0.004896
41.320832		0.004896
41.327552		0.004896
41.339392		0.004896
41.345792		0.004896
41.351232		0.004896
41.356992		0.004896
41.364352		0.004896
41.370752		0.004896
41.376832		0.004896
41.383552		0.004896
41.390912		0.004896
41.397312		0.004896
41.404352		0.004896
41.410432		0.004896
41.417792		0.004896
41.428672		0.004896
41.434112		0.004896
41.445952		0.004896
41.455232		0.004896
41.462272		0.004896
41.468672		0.004896
41.475712		0.004896
41.482752		0.004896
41.490112		0.004896
41.496832		0.004896
41.502592		0.004896
41.509632		0.004896
41.514752		0.004896
41.520192		0.004896
41.525632		0.004896
41.530752		0.004896
41.537152		0.004896
41.542272		0.004896
41.548352		0.004896
41.554432		0.004896
41.559552		0.004896
41.566912		0.004896
41.572992		0.004896
41.585152		0.004896
41.591232		0.004896
41.598272		0.004896
41.603392		0.004896
41.608832		0.004896
41.613952		0.004896
41.620992		0.004896
41.628032		0.004896
41.633792		0.004896
41.640192		0.004896
41.646912		0.004896
41.653632		0.004896
41.659392		0.004896
41.665792		0.004896
41.672512		0.004896
41.679552		0.004896
41.684992		0.004896
41.692032		0.004896
41.698112		0.004896
41.708032		0.004896
41.715392		0.004896
41.722432		0.004896
41.729472		0.004896
41.735552		0.004896
41.740672		0.004896
41.746112		0.004896
41.752832		0.004896
41.759872		0.004896
41.765632		0.004896
41.772672		0.004896
41.779712		0.004896
41.786752		0.004896
41.792512		0.004896
41.797952		0.004896
41.803712		0.004896
41.810432		0.004896
41.816192		0.004896
41.822912		0.004896
41.830912		0.004896
41.836992		0.004896
41.842752		0.004896
41.849472		0.004896
41.854592		0.004896
41.860672		0.004896
41.867072		0.004896
41.872832		0.004896
41.878592		0.004896
41.883712		0.004896
41.888832		0.004896
41.895552		0.004896
41.902592		0.004896
41.908032		0.004896
41.913792		0.004896
41.919552		0.004896
41.926592		0.004896
41.933312		0.004896
41.939712		0.004896
41.947072		0.004896
41.953792		0.004896
41.959872		0.004896
41.966912		0.004896
41.972032		0.004896
41.978432		0.004896
41.984832		0.004896
41.991552		0.004896
41.997952		0.004896
42.003712		0.004896
42.009472		0.004896
42.015552		0.004896
42.022912		0.004896
42.029632		0.004896
42.035072		0.004896
42.040832		0.004896
42.046912		0.004896
42.053312		0.004896
42.059392		0.004896
42.065792		0.004896
42.076672		0.004896
42.081792		0.004896
42.087872		0.004896
42.094592		0.004896
42.100672		0.004896
42.105792		0.004896
42.112512		0.004896
42.118912		0.004896
42.125632		0.004896
42.131712		0.004896
42.137792		0.004896
42.142912		0.004896
42.149312		0.004896
42.156672		0.004896
42.163072		0.004896
42.169472		0.004896
42.176832		0.004896
42.182592		0.004896
42.187712		0.004896
42.193472		0.004896
42.200512		0.004896
42.207552		0.004896
42.213312		0.004896
42.220352		0.004896
42.226112		0.004896
42.232192		0.004896
42.239552		0.004896
42.246592		0.004896
42.253632		0.004896
42.260032		0.004896
42.266432		0.004896
42.271872		0.004896
42.276992		0.004896
42.282112		0.004896
42.287872		0.004896
42.292992		0.004896
42.299712		0.004896
42.306112		0.004896
42.312512		0.004896
42.322432		0.004896
42.329152		0.004896
42.336192		0.004896
42.341632		0.004896
42.348352		0.004896
42.355072		0.004896
42.361152		0.004896
42.368192		0.004896
42.374272		0.004896
42.381312		0.004896
42.386752		0.004896
42.392832		0.004896
42.399232		0.004896
42.405632		0.004896
42.412032		0.004896
42.417152		0.004896
42.425152		0.004896
42.430592		0.004896
42.451392		0.004896
42.458112		0.004896
42.463552		0.004896
42.468672		0.004896
42.473792		0.004896
42.479552		0.004896
42.485632		0.004896
42.492352		0.004896
42.498432		0.004896
42.505792		0.004896
42.510912		0.004896
42.517632		0.004896
42.524672		0.004896
42.531712		0.004896
42.537792		0.004896
42.543232		0.004896
42.548672		0.004896
42.554432		0.004896
42.559872		0.004896
42.568192		0.004896
42.573952		0.004896
42.579392		0.004896
42.584512		0.004896
42.590912		0.004896
42.596352		0.004896
42.603072		0.004896
42.609792		0.004896
42.615552		0.004896
42.621952		0.004896
42.628352		0.004896
42.635392		0.004896
42.641792		0.004896
42.647232		0.004896
42.654592		0.004896
42.659712		0.004896
42.665792		0.004896
42.670912		0.004896
42.678272		0.004896
42.684352		0.004896
42.692032		0.004896
42.698112		0.004896
42.705472		0.004896
42.712832		0.004896
42.720192		0.004896
42.726592		0.004896
42.732032		0.004896
42.739072		0.004896
42.746432		0.004896
42.752512		0.004896
42.758912		0.004896
42.764672		0.004896
42.771072		0.004896
42.776832		0.004896
42.783872		0.004896
42.790592		0.004896
42.796032		0.004896
42.801472		0.004896
42.813952		0.004896
42.820992		0.004896
42.827712		0.004896
42.837632		0.004896
42.843072		0.004896
42.848832		0.004896
42.857792		0.004896
42.875072		0.004896
42.882432		0.004896
42.889792		0.004896
42.895872		0.004896
42.900992		0.004896
